"KODEPILKADA","KDWIL","JENISPILKADA","TAHUN PILKADA","BPSKDPROV","PROVINSI","BPSKDKAB","KAB_KOT","NCALON","NO","CALON KEPALA DAERAH","JENIS KELAMIN1","CALON WAKIL KEPALA DAERAH","JENIS KELAMIN2","SUARA FINAL","PCTSUARA","RANKING","MENANG","INCUMBENT","WAKIL INCUMBENT","PARTAI PENDUKUNG","MAJU LEWAT","KURSIPARTAI","PCTKURSI","PDIP","GOLKAR","GERINDRA","DEMOKRAT","PKB","NASDEM","PAN","PKS","PPP","HANURA","PBB","PKPI","PERINDO","BERKARYA","PSI","GARUDA","UMMAT","GELORA","BURUH","PKN","PKNU","PMB","PPDI","PARTAI ACEH (PA)","PARTAI NANGGROE ACEH (PNA)","PARTAI NASIONAL ACEH","PARTAI DARUL ACEH (PD ACEH)","PARTAI SIRA","PARTAI GENERASI ATJEH BEUSABOH THAAT DAN TAQWA","PARTAI ADIL SEJAHTERA ACEH","PARTAI DAMAI ACEH (PDA)","T1","T2","T3","T4","T5","PE2013","PE2014","PE2015","PE2016","PE2017","PE2018","PE2019","PE2020","PE2021","PE2022","INCUMBENTXT5","","","","",""
"KAB-1210-1-2018","1210","Bupati/Walikota","2018","12","Sumatera Utara","1210","DAIRI","3","1","Depriwanto Sitohang","L","Azhar Bintang","L","59228","40.158932494372","2","0","0","0","Golkar, PAN","PARTAI","15","44.117647058824","0","11","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.03","5.04","5.07","4.93","5.01","5.05","5.03","5.04","5.07","4.93","5.01","4.82","-0.94","2.05","4.21","0","","","","KAB-3512-1-2020","45"
"KAB-1210-1-2018","1210","Bupati/Walikota","2018","12","Sumatera Utara","1210","DAIRI","3","2","Eddy Keleng Ate Berutu","L","Jimmy Andrea Lukita Sihombing","L","86838","58.879607279434","1","1","0","0","Hanura, PDIP, Gerindra, Nasdem, Demokrat, PKPI","PARTAI","19","55.882352941176","4","0","4","2","0","3","0","0","0","5","0","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.03","5.04","5.07","4.93","5.01","5.05","5.03","5.04","5.07","4.93","5.01","4.82","-0.94","2.05","4.21","0","","","","KAB-3513-1-2018","45"
"KAB-1210-1-2018","1210","Bupati/Walikota","2018","12","Sumatera Utara","1210","DAIRI","3","3","Sutan Rimso Maruli Sinaga","L","Bilker Purba","L","1418","0.96146022619403","3","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.03","5.04","5.07","4.93","5.01","5.05","5.03","5.04","5.07","4.93","5.01","4.82","-0.94","2.05","4.21","0","","","","KAB-3514-1-2018","50"
"KAB-1211-1-2020","1211","Bupati/Walikota","2020","12","Sumatera Utara","1211","KARO","5","1","Jusua Ginting","L","Saberina Tarigan","P","52048","27.75020127","2","0","0","0","Nasdem, Hanura, PKPI","PARTAI","10","28.571428571429","0","0","0","0","0","4","0","0","0","4","0","2","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.17","5.21","4.55","4.6","-0.8","4.98","5.18","5.01","5.17","5.21","4.55","4.6","-0.8","2.25","4.22","-0","","","","KAB-3515-1-2020","50"
"KAB-1211-1-2020","1211","Bupati/Walikota","2020","12","Sumatera Utara","1211","KARO","5","2","Cuaca Bangun","L","Agen Purba","L","21432","11.42680436556","4","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.17","5.21","4.55","4.6","-0.8","4.98","5.18","5.01","5.17","5.21","4.55","4.6","-0.8","2.25","4.22","-0","","","","KAB-3516-1-2020","30"
"KAB-1211-1-2020","1211","Bupati/Walikota","2020","12","Sumatera Utara","1211","KARO","5","3","Iwan Sembiring Depari","L","Budianto Surbakti","L","51099","27.244227149857","3","0","0","0","PDIP","PARTAI","8","22.857142857143","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.17","5.21","4.55","4.6","-0.8","4.98","5.18","5.01","5.17","5.21","4.55","4.6","-0.8","2.25","4.22","-0","","","","KAB-3517-1-2018","37"
"KAB-1211-1-2020","1211","Bupati/Walikota","2020","12","Sumatera Utara","1211","KARO","5","4","Yus Felesky Surbakti","P","Paulus Sitepu","L","3346","1.783971976818","5","0","0","0","Golkar, Demokrat, Pan","PARTAI","10","28.571428571429","0","4","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.17","5.21","4.55","4.6","-0.8","4.98","5.18","5.01","5.17","5.21","4.55","4.6","-0.8","2.25","4.22","-0","","","","KAB-3518-1-2018","44"
"KAB-1211-1-2020","1211","Bupati/Walikota","2020","12","Sumatera Utara","1211","KARO","5","5","Cory Sriwaty Sebayang","P","Theopilus Ginting","L","59634","31.794795237765","1","1","0","1","Gerindra, Perindo","PARTAI","7","20","0","0","5","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.17","5.21","4.55","4.6","-0.8","4.98","5.18","5.01","5.17","5.21","4.55","4.6","-0.8","2.25","4.22","-0","","","","KAB-3519-1-2018","43"
"KAB-1212-1-2018","1212","Bupati/Walikota","2018","12","Sumatera Utara","1212","DELI SERDANG","2","1","Ashari Tambunan","L","Ali Yusuf Siregar","L","538238","82.245187040345","1","1","1","0","Golkar, PDIP, PAN, Gerindra, Demokrat, Nasdem, Hanura, PPP, PKB, PKPI","PARTAI","46","100","6","8","6","5","3","4","6","0","3","4","0","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.67","5.25","5.32","5.1","5.15","9.22","7.67","5.25","5.32","5.1","5.15","5.18","-1.78","2.23","4.7","5.15","","","","KAB-3520-1-2018","44"
"KAB-1212-1-2018","1212","Bupati/Walikota","2018","12","Sumatera Utara","1212","DELI SERDANG","2","2","KOTAK KOSONG","0","KOTAK KOSONG","0","116193","17.754812959655","2","0","0","0","0","KOTAK KOSONG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.67","5.25","5.32","5.1","5.15","9.22","7.67","5.25","5.32","5.1","5.15","5.18","-1.78","2.23","4.7","0","","","","KAB-3521-1-2020","45"
"KAB-1213-1-2018","1213","Bupati/Walikota","2018","12","Sumatera Utara","1213","LANGKAT","3","1","Terbit Rencana Perangin Angin","L","Syah Afandin","L","242273","52.659572155784","1","1","0","0","Golkar, PDIP, Gerindra, Hanura, PBB, PPP, PAN, PKB","PARTAI","35","70","6","11","5","0","2","0","2","0","3","3","3","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.12","5.03","4.98","5.05","5.02","5.59","5.12","5.03","4.98","5.05","5.02","5.07","-0.86","3.08","4.69","0","","","","KAB-3522-1-2018","46"
"KAB-1213-1-2018","1213","Bupati/Walikota","2018","12","Sumatera Utara","1213","LANGKAT","3","2","Rudi Hartono Bangun","L","Budiono","L","162947","35.417563261562","2","0","0","0","Demokrat, PKS, Nasdem","PARTAI","15","30","0","0","0","8","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.12","5.03","4.98","5.05","5.02","5.59","5.12","5.03","4.98","5.05","5.02","5.07","-0.86","3.08","4.69","0","","","","KAB-3523-1-2020","47"
"KAB-1213-1-2018","1213","Bupati/Walikota","2018","12","Sumatera Utara","1213","LANGKAT","3","3","Sulistianto","L","Heriansyah","L","54854","11.922864582654","3","0","0","1","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.12","5.03","4.98","5.05","5.02","5.59","5.12","5.03","4.98","5.05","5.02","5.07","-0.86","3.08","4.69","0","","","","KAB-3524-1-2020","49"
"KAB-1214-1-2020","1214","Bupati/Walikota","2020","12","Sumatera Utara","1214","NIAS SELATAN","2","1","Hilarius Duha","L","Firman Giawa","L","72057","57.041417307875","1","1","1","0","PDIP, Nasdem, Berkarya, Perindo, Garuda, Gerindra, PAN, PKPI, PKB","PARTAI","26","74.285714285714","5","0","2","0","1","5","2","0","0","0","0","1","3","4","0","3","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.41","4.56","5.02","5.03","0.61","4.66","4.32","4.46","4.41","4.56","5.02","5.03","0.61","2.02","3.08","0.61","","","","KAB-3525-1-2020","50"
"KAB-1214-1-2020","1214","Bupati/Walikota","2020","12","Sumatera Utara","1214","NIAS SELATAN","2","2","Idealisman Dachi","L","Sozanolo Ndruru","L","54267","42.958582692125","2","0","0","1","Golkar, Demokrat, PSI","PARTAI","9","25.714285714286","0","4","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.41","4.56","5.02","5.03","0.61","4.66","4.32","4.46","4.41","4.56","5.02","5.03","0.61","2.02","3.08","0","","","","KAB-3526-1-2018","49"
"KAB-1215-1-2020","1215","Bupati/Walikota","2020","12","Sumatera Utara","1215","HUMBANG HASUNDUTAN","2","1","Dosmar Banjarnahor","L","Oloan Paniaran Nababan","L","51862","52.490840266391","1","1","1","0","PDIP, Demokrat, Hanura, Gerindra, Nasdem, Golkar","PARTAI","22","100","7","5","2","1","0","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5","5.02","5.04","4.94","-0.13","5.79","5.3","5.24","5","5.02","5.04","4.94","-0.13","2.02","4.21","-0.13","","","","KAB-3527-1-2018","41"
"KAB-1215-1-2020","1215","Bupati/Walikota","2020","12","Sumatera Utara","1215","HUMBANG HASUNDUTAN","2","2","KOTAK KOSONG","0","KOTAK KOSONG","0","46940","47.509159733609","2","0","0","0","0","KOTAK KOSONG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5","5.02","5.04","4.94","-0.13","5.79","5.3","5.24","5","5.02","5.04","4.94","-0.13","2.02","4.21","-0","","","","KAB-3528-1-2018","38"
"KAB-1216-1-2020","1216","Bupati/Walikota","2020","12","Sumatera Utara","1216","PAKPAK BHARAT","2","1","Franc Bernhard Tumanggor","L","Mutsyuhito Solin","L","18348","58.405220436097","1","1","0","0","Golkar, PDIP, PAN, PKS, Nasdem, PKB, Gerindra","PARTAI","14","73.684210526316","2","3","3","0","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.97","5.94","5.85","5.87","-0.18","5.91","5.91","5.93","5.97","5.94","5.85","5.87","-0.18","2.54","4.27","-0","","","","KAB-3529-1-2020","50"
"KAB-1216-1-2020","1216","Bupati/Walikota","2020","12","Sumatera Utara","1216","PAKPAK BHARAT","2","2","Sonny P. Berutu","L","Ramlan Boangmanalu","L","13067","41.594779563903","2","0","0","0","Demokrat","PARTAI","5","26.315789473684","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.97","5.94","5.85","5.87","-0.18","5.91","5.91","5.93","5.97","5.94","5.85","5.87","-0.18","2.54","4.27","-0","","","","KAB-3571-1-2018","25"
"KAB-1217-1-2020","1217","Bupati/Walikota","2020","12","Sumatera Utara","1217","SAMOSIR","3","1","Laksma (PURN) MARHUALE SIMBOLON, S.Pi","L","IR GUNTUR SINAGA, MM","L","6594","8.3852590350721","3","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.27","5.35","5.58","5.7","-0.59","6.08","5.95","5.77","5.27","5.35","5.58","5.7","-0.59","2.65","4.48","-0","","","","KAB-3572-1-2020","25"
"KAB-1217-1-2020","1217","Bupati/Walikota","2020","12","Sumatera Utara","1217","SAMOSIR","3","2","VANDIKO TIMOTIUS GULTOM, ST","L","Drs. MARTUA SITANGGANG, MM","L","41806","53.162593148351","1","1","0","0","Hanura, Nasdem, PKB, Golkar, Demokrat, Gerindra","PARTAI","17","68","0","3","2","2","4","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.27","5.35","5.58","5.7","-0.59","6.08","5.95","5.77","5.27","5.35","5.58","5.7","-0.59","2.65","4.48","-0","","","","KAB-3573-1-2018","44"
"KAB-1217-1-2020","1217","Bupati/Walikota","2020","12","Sumatera Utara","1217","SAMOSIR","3","3","Drs. RAPIDIN SIMBOLON, MM","L","Ir. JUANG SINAGA","L","30238","38.452147816577","2","0","1","1","PDIP","PARTAI","8","32","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.27","5.35","5.58","5.7","-0.59","6.08","5.95","5.77","5.27","5.35","5.58","5.7","-0.59","2.65","4.48","-0.59","","","","KAB-3574-1-2018","30"
"KAB-1218-1-2020","1218","Bupati/Walikota","2020","12","Sumatera Utara","1218","SERDANG BEDAGAI","2","1","DARMA WIJAYA","L","ADLIN UMAR YUSRI TAMBUNAN, ST, MSP","L","225865","76.314766948795","1","1","0","1","Demokrat, PDIP, PPP, Gerindra, PKB, Golkar, Hanura","PARTAI","33","73.333333333333","5","6","7","3","4","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.14","5.16","5.17","5.28","-0.44","5.8","5.12","5.05","5.14","5.16","5.17","5.28","-0.44","2.87","4.46","-0","","","","KAB-3575-1-2020","30"
"KAB-1218-1-2020","1218","Bupati/Walikota","2020","12","Sumatera Utara","1218","SERDANG BEDAGAI","2","2","Ir H. SOEKIRMAN","L","TENGKU MUHAMMAD RYAN NOVANDI, B. BUS, M.IB","L","70100","23.685233051205","2","0","1","0","PAN, Nasdem, PKS","PARTAI","12","26.666666666667","0","0","0","0","0","6","4","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.14","5.16","5.17","5.28","-0.44","5.8","5.12","5.05","5.14","5.16","5.17","5.28","-0.44","2.87","4.46","-0.44","","","","KAB-3576-1-2018","25"
"KAB-1219-1-2018","1219","Bupati/Walikota","2018","12","Sumatera Utara","1219","BATU BARA","4","1","H. RM. Harry Nugroho, SE","L","Dr. H. Mhd. Syafi'i, SH. Mh., M.Si","L","31053","17.760809883322","3","0","0","1","Nasdem, PAN, PKS, Hanura","PARTAI","11","31.428571428571","0","0","0","0","0","4","3","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.2","4.11","4.44","4.11","4.38","4.23","4.2","4.11","4.44","4.11","4.38","4.35","-0.31","2.35","4.07","0","","","","KAB-3577-1-2018","27"
"KAB-1219-1-2018","1219","Bupati/Walikota","2018","12","Sumatera Utara","1219","BATU BARA","4","2","Drs. H. Darwis, M.Si","L","H. Janmat Sembiring, SE","L","61514","35.183024479524","2","0","0","0","Golkar, Demokrat, PKPI","PARTAI","11","31.428571428571","0","7","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.2","4.11","4.44","4.11","4.38","4.23","4.2","4.11","4.44","4.11","4.38","4.35","-0.31","2.35","4.07","0","","","","KAB-3578-1-2020","50"
"KAB-1219-1-2018","1219","Bupati/Walikota","2018","12","Sumatera Utara","1219","BATU BARA","4","3","Ir. H. Zahir, M.AP","L","Oky Iqbal Frima, SE","L","73078","41.797071608328","1","1","0","0","PDIP, Gerindra, PPP, PBB","PARTAI","13","37.142857142857","5","0","4","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.2","4.11","4.44","4.11","4.38","4.23","4.2","4.11","4.44","4.11","4.38","4.35","-0.31","2.35","4.07","0","","","","KAB-3579-1-2017","17"
"KAB-1219-1-2018","1219","Bupati/Walikota","2018","12","Sumatera Utara","1219","BATU BARA","4","4","Khairil Anwar, SH, M.Si","L","Drs. H. Sofyan Alwi, M.Hum","L","9195","5.2590940288264","4","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.2","4.11","4.44","4.11","4.38","4.23","4.2","4.11","4.44","4.11","4.38","4.35","-0.31","2.35","4.07","0","","","","KAB-3601-1-2020","50"
"KAB-1220-1-2018","1220","Bupati/Walikota","2018","12","Sumatera Utara","1220","PADANG LAWAS UTARA","2","1","Andar Amin Harahap, S.S.T.P., M.Si.","L","Hariro Harahap","L","86915","80.125191290079","1","1","0","0","Golkar, Gerindra, Nasdem, Demokrat, PKB, PDIP, Hanura, PAN, PPP, PBB, PKPI","PARTAI","30","100","3","6","4","3","3","3","2","0","2","2","1","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.12","5.94","5.96","5.54","5.58","6.15","6.12","5.94","5.96","5.54","5.58","5.61","1.14","3.26","4.12","0","","","","KAB-3602-1-2018","52"
"KAB-1220-1-2018","1220","Bupati/Walikota","2018","12","Sumatera Utara","1220","PADANG LAWAS UTARA","2","2","KOTAK KOSONG","0","KOTAK KOSONG","0","21559","19.874808709921","2","0","0","0","0","KOTAK KOSONG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.12","5.94","5.96","5.54","5.58","6.15","6.12","5.94","5.96","5.54","5.58","5.61","1.14","3.26","4.12","0","","","","KAB-3603-1-2018","50"
"KAB-1221-1-2018","1221","Bupati/Walikota","2018","12","Sumatera Utara","1221","PADANG LAWAS","3","1","Tondi Roni Tua","L","H Syarifuddin Hasibuan","L","32166","27.568179091174","2","0","0","0","Demokrat, PKS","PARTAI","6","20.689655172414","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.01","5.74","6.06","5.71","5.96","6.14","6.01","5.74","6.06","5.71","5.96","5.64","1.18","3.83","4.61","0","","","","KAB-3604-1-2020","46"
"KAB-1221-1-2018","1221","Bupati/Walikota","2018","12","Sumatera Utara","1221","PADANG LAWAS","3","2","H. Ali Sutan Harahap (TSO)","L","drg H Ahmad Zarnawi Pasaribu","L","66464","56.963609249387","1","1","1","1","Golkar, PKB, Hanura, PPP, PAN, Gerindra, PDIP, PKPI, Nasdem, PBB","PARTAI","23","79.310344827586","1","5","2","0","4","1","2","0","3","4","0","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.01","5.74","6.06","5.71","5.96","6.14","6.01","5.74","6.06","5.71","5.96","5.64","1.18","3.83","4.61","5.96","","","","KAB-3671-1-2018","50"
"KAB-1221-1-2018","1221","Bupati/Walikota","2018","12","Sumatera Utara","1221","PADANG LAWAS","3","3","Drs Rahmat Pardamean Hasibuan","L","Syahrul Efendi Hasibuan","L","18048","15.468211659439","3","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.01","5.74","6.06","5.71","5.96","6.14","6.01","5.74","6.06","5.71","5.96","5.64","1.18","3.83","4.61","0","","","","KAB-3672-1-2020","36"
"KAB-1222-1-2020","1222","Bupati/Walikota","2020","12","Sumatera Utara","1222","LABUHANBATU SELATAN","5","1","NURDIN SIREGAR, S.ST, MM","L","HUSNI RIZAL SIREGAR, SP","L","8121","5.2352342027565","4","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.09","5.27","5.35","0.8","6.05","5.33","5.13","5.19","5.09","5.27","5.35","0.8","3.82","4.74","0","","","","KAB-3673-1-2018","45"
"KAB-1222-1-2020","1222","Bupati/Walikota","2020","12","Sumatera Utara","1222","LABUHANBATU SELATAN","5","2","H. EDIMIN","L","AHMAD PADLI TANJUNG","L","65793","42.413713077449","1","1","0","0","PDIP, PKPI","PARTAI","10","31.25","6","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.09","5.27","5.35","0.8","6.05","5.33","5.13","5.19","5.09","5.27","5.35","0.8","3.82","4.74","0","","","","KAB-3674-1-2020","50"
"KAB-1222-1-2020","1222","Bupati/Walikota","2020","12","Sumatera Utara","1222","LABUHANBATU SELATAN","5","3","Hj. HASNAH HARAHAP, SE","P","Drs. KHOLIL JUFRI HARAHAP, MM","L","65422","42.174546485992","2","0","0","1","Perindo, PAN, PPP, Gerindra, PKS, Golkar, PKB","PARTAI","22","68.75","0","4","5","0","3","0","7","1","1","0","0","0","1","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.09","5.27","5.35","0.8","6.05","5.33","5.13","5.19","5.09","5.27","5.35","0.8","3.82","4.74","0","","","","KAB-5101-1-2020","35"
"KAB-1222-1-2020","1222","Bupati/Walikota","2020","12","Sumatera Utara","1222","LABUHANBATU SELATAN","5","4","H. MANGAYAT JAGO RITONGA, S.Pd., SE.","L","JON ABIDIN RITONGA","L","11056","7.1272933561971","3","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.09","5.27","5.35","0.8","6.05","5.33","5.13","5.19","5.09","5.27","5.35","0.8","3.82","4.74","0","","","","KAB-5102-1-2020","40"
"KAB-1222-1-2020","1222","Bupati/Walikota","2020","12","Sumatera Utara","1222","LABUHANBATU SELATAN","5","5","Drs. H. MASLIN PULUNGAN, MM","L","FERY ANDIKA DALIMUNTHE, S.Kom, MM","L","4730","3.049212877606","5","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.09","5.27","5.35","0.8","6.05","5.33","5.13","5.19","5.09","5.27","5.35","0.8","3.82","4.74","0","","","","KAB-5103-1-2020","37"
"KAB-1223-1-2020","1223","Bupati/Walikota","2020","12","Sumatera Utara","1223","LABUHANBATU UTARA","5","1","DARNO","L","HARIS MUDA SIREGAR","L","25071","13.515436740899","3","0","0","0","PKB, Nasdem, Demokrat","PARTAI","9","25.714285714286","0","0","0","1","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.21","5.11","5.2","5.15","0.27","6.29","5.4","5.18","5.21","5.11","5.2","5.15","0.27","3.83","4.62","0","","","","KAB-5104-1-2018","37"
"KAB-1223-1-2020","1223","Bupati/Walikota","2020","12","Sumatera Utara","1223","LABUHANBATU UTARA","5","2","Drs. H ALI TAMBUNAN","L","RAJA PANUSUNAN RAMBE, SE","L","43872","23.650801352029","2","0","0","0","Golkar","PARTAI","7","20","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.21","5.11","5.2","5.15","0.27","6.29","5.4","5.18","5.21","5.11","5.2","5.15","0.27","3.83","4.62","0","","","","KAB-5105-1-2018","25"
"KAB-1223-1-2020","1223","Bupati/Walikota","2020","12","Sumatera Utara","1223","LABUHANBATU UTARA","5","3","H. AHMAD RIZAL MUNTHE, SH","L","H ARIPAY TAMBUNAN , MM DRS","L","18569","10.010296551464","4","0","0","0","PDIP, Gerindra, PKS","PARTAI","9","25.714285714286","4","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.21","5.11","5.2","5.15","0.27","6.29","5.4","5.18","5.21","5.11","5.2","5.15","0.27","3.83","4.62","0","","","","KAB-5106-1-2020","30"
"KAB-1223-1-2020","1223","Bupati/Walikota","2020","12","Sumatera Utara","1223","LABUHANBATU UTARA","5","4","HENDRI YANTO, SE","L","H. SAMSUL TANJUNG, ST, MH","L","82806","44.639593744441","1","1","0","0","Hanura, PAN, PBB, PPP","PARTAI","10","28.571428571429","0","0","0","0","0","0","2","0","1","6","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.21","5.11","5.2","5.15","0.27","6.29","5.4","5.18","5.21","5.11","5.2","5.15","0.27","3.83","4.62","0","","","","KAB-5107-1-2020","45"
"KAB-1223-1-2020","1223","Bupati/Walikota","2020","12","Sumatera Utara","1223","LABUHANBATU UTARA","5","5","Drs DWI PRANTARA","L","Drs Edi sampurna Rambey, M.Si","L","15181","8.1838716111677","5","0","0","1","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.21","5.11","5.2","5.15","0.27","6.29","5.4","5.18","5.21","5.11","5.2","5.15","0.27","3.83","4.62","0","","","","KAB-5108-1-2017","19"
"KAB-1224-1-2020","1224","Bupati/Walikota","2020","12","Sumatera Utara","1224","NIAS UTARA","2","1","MARSELINUS INGATI NAZARA, A.Md","L","OTORIUS HAREFA","L","24805","39.419317928996","2","0","1","0","Golkar, PDIP, Demokrat, Gerindra","PARTAI","14","56","2","7","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.59","4.43","4.42","4.65","1.58","6.34","5.27","5.49","4.59","4.43","4.42","4.65","1.58","2.02","3.03","1.58","","","","KAB-5171-1-2020","45"
"KAB-1224-1-2020","1224","Bupati/Walikota","2020","12","Sumatera Utara","1224","NIAS UTARA","2","2","AMIZARO WARUWU, S.Pd","L","YUSMAN ZEGA, A.Pi.,M.Si","L","38121","60.580682071004","1","1","0","0","PAN, Nasdem, PKPI, Hanura","PARTAI","11","44","0","0","0","0","0","1","5","0","0","3","0","2","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.59","4.43","4.42","4.65","1.58","6.34","5.27","5.49","4.59","4.43","4.42","4.65","1.58","2.02","3.03","0","","","","KAB-5201-1-2018","36"
"KAB-1225-1-2020","1225","Bupati/Walikota","2020","12","Sumatera Utara","1225","NIAS BARAT","2","1","Khenoki Waruwu","L","Dr Era Era Hia, M.M, M.Si","L","20150","52.556077203965","1","1","0","1","Hanura, PAN","PARTAI","5","25","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.83","4.81","4.77","4.82","1.66","5.17","5.12","4.87","4.83","4.81","4.77","4.82","1.66","2.26","3.01","0","","","","KAB-5202-1-2020","50"
"KAB-1225-1-2020","1225","Bupati/Walikota","2020","12","Sumatera Utara","1225","NIAS BARAT","2","2","liyunus Waruwu, S.Pt, M.Si","L","Mareko Zebua, SH","L","18190","47.443922796035","2","0","0","0","PDIP, Nasdem, Golkar, Gerindra, Demokrat, PKB","PARTAI","15","75","5","2","2","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.83","4.81","4.77","4.82","1.66","5.17","5.12","4.87","4.83","4.81","4.77","4.82","1.66","2.26","3.01","0","","","","KAB-5203-1-2018","50"
