"KODEPILKADA","KDWIL","JENISPILKADA","TAHUN PILKADA","BPSKDPROV","PROVINSI","BPSKDKAB","KAB_KOT","NCALON","NO","CALON KEPALA DAERAH","JENIS KELAMIN1","CALON WAKIL KEPALA DAERAH","JENIS KELAMIN2","SUARA FINAL","PCTSUARA","RANKING","MENANG","INCUMBENT","WAKIL INCUMBENT","PARTAI PENDUKUNG","MAJU LEWAT","KURSIPARTAI","PCTKURSI","PDIP","GOLKAR","GERINDRA","DEMOKRAT","PKB","NASDEM","PAN","PKS","PPP","HANURA","PBB","PKPI","PERINDO","BERKARYA","PSI","GARUDA","UMMAT","GELORA","BURUH","PKN","PKNU","PMB","PPDI","PARTAI ACEH (PA)","PARTAI NANGGROE ACEH (PNA)","PARTAI NASIONAL ACEH","PARTAI DARUL ACEH (PD ACEH)","PARTAI SIRA","PARTAI GENERASI ATJEH BEUSABOH THAAT DAN TAQWA","PARTAI ADIL SEJAHTERA ACEH","PARTAI DAMAI ACEH (PDA)","T1","T2","T3","T4","T5","PE2013","PE2014","PE2015","PE2016","PE2017","PE2018","PE2019","PE2020","PE2021","PE2022","INCUMBENTXT5","","","","",""
"KAB-5303-1-2018","5303","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5303","KUPANG","5","1","Hendrik Paut","L","Aljeri Monas","L","39034","24.442231948854","2","0","0","0","Demokrat, PKPI","PARTAI","7","25.925925925926","0","0","0","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.1","5.05","4.81","5.1","5.11","5.07","5.1","5.05","4.81","5.1","5.11","5.12","-0.8","2.75","2.74","0","","","","",""
"KAB-5303-1-2018","5303","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5303","KUPANG","5","2","Korinus Masneno","L","Jerry Manafe","L","53078","33.236275743743","1","1","0","1","Nasdem, Golkar, Hanura","PARTAI","12","44.444444444444","0","4","0","0","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.1","5.05","4.81","5.1","5.11","5.07","5.1","5.05","4.81","5.1","5.11","5.12","-0.8","2.75","2.74","0","","","","",""
"KAB-5303-1-2018","5303","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5303","KUPANG","5","3","Nelson O Matara","L","Bernard Paulus Thomas Ellem Bait","L","24035","15.050188166488","4","0","0","0","PDIP, PKB","PARTAI","8","29.62962962963","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.1","5.05","4.81","5.1","5.11","5.07","5.1","5.05","4.81","5.1","5.11","5.12","-0.8","2.75","2.74","0","","","","",""
"KAB-5303-1-2018","5303","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5303","KUPANG","5","4","Melianus Akulas","L","Joao Antonio de Jesus Costa","L","29344","18.374567154459","3","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.1","5.05","4.81","5.1","5.11","5.07","5.1","5.05","4.81","5.1","5.11","5.12","-0.8","2.75","2.74","0","","","","",""
"KAB-5303-1-2018","5303","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5303","KUPANG","5","5","Silvester M Banfatin","L","Johanis S Oettemoesoe","L","14208","8.8967369864558","5","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.1","5.05","4.81","5.1","5.11","5.07","5.1","5.05","4.81","5.1","5.11","5.12","-0.8","2.75","2.74","0","","","","",""
"KAB-5304-1-2018","5304","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5304","TIMOR TENGAH SELATAN","4","1","Ampera Seke Selan","L","Ir. Yaan Tanaem","L","31908","15.465221669147","4","0","0","0","Demokrat, PKS","PARTAI","9","25.714285714286","0","0","0","5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.36","4.39","4.71","5.02","5.1","4.25","4.36","4.39","4.71","5.02","5.1","5.1","-0.06","2.41","3.11","0","","","","",""
"KAB-5304-1-2018","5304","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5304","TIMOR TENGAH SELATAN","4","2","Drs. Obed Naitboho, M.Si","L","Aleksander Kase, Spdk","L","69179","33.52979095681","2","0","0","1","Nasdem, PKPI, PAN","PARTAI","12","34.285714285714","0","0","0","0","0","6","2","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.36","4.39","4.71","5.02","5.1","4.25","4.36","4.39","4.71","5.02","5.1","5.1","-0.06","2.41","3.11","0","","","","",""
"KAB-5304-1-2018","5304","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5304","TIMOR TENGAH SELATAN","4","3","Egusem P. Tahun, ST, MM","L","Jhon Army Konay, SH","L","69721","33.792488403992","1","1","0","0","Golkar, Hanura","PARTAI","4","11.428571428571","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.36","4.39","4.71","5.02","5.1","4.25","4.36","4.39","4.71","5.02","5.1","5.1","-0.06","2.41","3.11","0","","","","",""
"KAB-5304-1-2018","5304","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5304","TIMOR TENGAH SELATAN","4","4","Drs. Johanis Lakapu, M.Si","L","Yefta Mella, Amd","L","35513","17.212498970052","3","0","0","0","Gerindra, PKB","PARTAI","10","28.571428571429","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.36","4.39","4.71","5.02","5.1","4.25","4.36","4.39","4.71","5.02","5.1","5.1","-0.06","2.41","3.11","0","","","","",""
"KAB-5305-1-2020","5305","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5305","TIMOR TENGAH UTARA","3","1","Kristiana Muki","P","Yosef Tanu","L","43958","33.481095573226","2","0","0","0","Nasdem","PARTAI","8","26.666666666667","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.8","5.01","5.03","5.1","-0.65","4.4","4.58","4.7","4.8","5.01","5.03","5.1","-0.65","2.36","2.8","-0","","","","",""
"KAB-5305-1-2020","5305","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5305","TIMOR TENGAH UTARA","3","2","Frengky Saunoah","L","Amandus Nahas","L","38408","29.253876854645","3","0","0","0","PDIP, Hanura, Perindo, Demokrat, Berkarya, PKS, PAN","PARTAI","12","40","2","0","0","2","0","0","1","1","0","3","0","0","2","1","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.8","5.01","5.03","5.1","-0.65","4.4","4.58","4.7","4.8","5.01","5.03","5.1","-0.65","2.36","2.8","-0","","","","",""
"KAB-5305-1-2020","5305","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5305","TIMOR TENGAH UTARA","3","3","Juandi David","L","Eusabius Binsasi","L","48926","37.265027572129","1","1","0","0","Golkar, PKB, Gerindra, PSI","PARTAI","10","33.333333333333","0","4","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.8","5.01","5.03","5.1","-0.65","4.4","4.58","4.7","4.8","5.01","5.03","5.1","-0.65","2.36","2.8","-0","","","","",""
"KAB-5306-1-2020","5306","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5306","BELU","2","1","Willybrodus Lay","L","J. T. Ose Luan","L","50376","49.8777215616","2","0","1","1","Demokrat, Gerindra, PDIP, PAN, PPP, Hanura","PARTAI","16","53.333333333333","4","0","3","4","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.76","5.78","5.6","5.38","0.4","6.04","5.57","5.34","5.76","5.78","5.6","5.38","0.4","1.75","3.19","0.4","","","","",""
"KAB-5306-1-2020","5306","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5306","BELU","2","2","Agustinus Taolin","L","Aloysius Haleserens","L","50623","50.1222784384","1","1","0","0","Golkar, Nasdem, PKB, PKPI, PKS","PARTAI","14","46.666666666667","0","4","0","0","3","4","0","1","0","0","0","2","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.76","5.78","5.6","5.38","0.4","6.04","5.57","5.34","5.76","5.78","5.6","5.38","0.4","1.75","3.19","0","","","","",""
"KAB-5307-1-2018","5307","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5307","ALOR","2","1","Imanuel Ekadianus Blegur","L","Taufuk Nampira","L","34510","48.206403307817","2","0","0","0","Hanura, PKB, Golkar, PKPI","PARTAI","10","34.48275862069","0","5","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.8","4.86","4.76","5.04","5.06","4.24","4.8","4.86","4.76","5.04","5.06","5.1","-0.55","2.5","2.98","0","","","","",""
"KAB-5307-1-2018","5307","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5307","ALOR","2","2","Amon Djobo","L","Imran Duru","L","37078","51.793596692183","1","1","1","1","Gerindra, Demokrat, PAN, PPP, PDIP, PKS, Nasdem","PARTAI","19","65.51724137931","4","0","3","3","0","3","1","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.8","4.86","4.76","5.04","5.06","4.24","4.8","4.86","4.76","5.04","5.06","5.1","-0.55","2.5","2.98","5.06","","","","",""
"KAB-5308-1-2017","5308","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5308","LEMBATA","5","1","Herman Yosef Loli Wutun","L","Yohanes Viany K.Burin","L","16540","26.175027694255","2","0","0","0","Gerindra, PKS","PARTAI","5","21.739130434783","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.96","5.09","4.98","4.76","5.03","4.96","5.09","4.98","4.76","5.03","5.04","5.09","-0.37","1.44","2.56","0","","","","",""
"KAB-5308-1-2017","5308","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5308","LEMBATA","5","2","Viktor Mado Watun, SH, M.Hum","L","Muhamad Nasir, S.Sos","L","14753","23.347048583637","3","0","0","1","PDIP, PKB","PARTAI","6","26.086956521739","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.96","5.09","4.98","4.76","5.03","4.96","5.09","4.98","4.76","5.03","5.04","5.09","-0.37","1.44","2.56","0","","","","",""
"KAB-5308-1-2017","5308","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5308","LEMBATA","5","3","LUKAS LIPATAMAN","L","FERDINANDUS LEU","L","4913","7.7749643931002","4","0","0","0","PAN, Demokrat","PARTAI","6","26.086956521739","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.96","5.09","4.98","4.76","5.03","4.96","5.09","4.98","4.76","5.03","5.04","5.09","-0.37","1.44","2.56","0","","","","",""
"KAB-5308-1-2017","5308","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5308","LEMBATA","5","4","TARSISIA HANI CHANDRA","P","LINUS BESENG","L","2773","4.3883525874347","5","0","0","0","0","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.96","5.09","4.98","4.76","5.03","4.96","5.09","4.98","4.76","5.03","5.04","5.09","-0.37","1.44","2.56","0","","","","",""
"KAB-5308-1-2017","5308","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5308","LEMBATA","5","5","Eliaser Yentji Sunur","L","Dr. Thomas Ola, SE.,M.Si","L","24211","38.314606741573","1","1","1","0","Golkar, Nasdem, Hanura","PARTAI","6","26.086956521739","0","3","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.96","5.09","4.98","4.76","5.03","4.96","5.09","4.98","4.76","5.03","5.04","5.09","-0.37","1.44","2.56","5.03","","","","",""
"KAB-5309-1-2017","5309","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5309","FLORES TIMUR","6","1","DRS.ANDREAS RATU KEDANG","L","PAULUS TOKAN KOPONG PARON","L","7319","6.0220344421863","6","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.82","4.84","4.61","4.45","4.49","4.82","4.84","4.61","4.45","4.49","4.74","4.8","0.87","0.69","1.71","0","","","","",""
"KAB-5309-1-2017","5309","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5309","FLORES TIMUR","6","2","Dr.Drs.Y.A.T. LUKMAN RIBERU, M.Si","L","MARIANUS ARKIAN BULIN","L","22859","18.808264150012","3","0","0","0","Nasdem, Hanura","PARTAI","6","22.222222222222","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.82","4.84","4.61","4.45","4.49","4.82","4.84","4.61","4.45","4.49","4.74","4.8","0.87","0.69","1.71","0","","","","",""
"KAB-5309-1-2017","5309","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5309","FLORES TIMUR","6","3","YOSEPH LAGADONI HERIN, S.Sos","L","Drs. MARIUS PAYONG PATY","L","16999","13.986687181681","4","0","1","0","Golkar, PPP","PARTAI","6","22.222222222222","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.82","4.84","4.61","4.45","4.49","4.82","4.84","4.61","4.45","4.49","4.74","4.8","0.87","0.69","1.71","4.49","","","","",""
"KAB-5309-1-2017","5309","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5309","FLORES TIMUR","6","4","IR. ANTONIUS DONI DIHEN","L","THEODORUS MARTHEN WUNGUBELEN","L","29800","24.5192821939","2","0","0","0","PKB, Demokrat","PARTAI","6","22.222222222222","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.82","4.84","4.61","4.45","4.49","4.82","4.84","4.61","4.45","4.49","4.74","4.8","0.87","0.69","1.71","0","","","","",""
"KAB-5309-1-2017","5309","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5309","FLORES TIMUR","6","5","dr. YOSEP USEN AMAN","L","MICHAEL MEL OLA FERNANDEZ LEWAI, ST","L","11613","9.5551149032805","5","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.82","4.84","4.61","4.45","4.49","4.82","4.84","4.61","4.45","4.49","4.74","4.8","0.87","0.69","1.71","0","","","","",""
"KAB-5309-1-2017","5309","Bupati/Walikota","2017","53","Nusa Tenggara Timur","5309","FLORES TIMUR","6","6","ANTONIUS HUBERTUS GEGE HADJON,ST","L","AGUSTINUS PAYONG BOLI,SH","L","32947","27.10861712894","1","1","0","0","PDIP, Gerindra, PAN","PARTAI","9","33.333333333333","4","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.82","4.84","4.61","4.45","4.49","4.82","4.84","4.61","4.45","4.49","4.74","4.8","0.87","0.69","1.71","0","","","","",""
"KAB-5310-1-2018","5310","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5310","SIKKA","3","1","Alexander Longginus","L","Fransiskus Stephanus Say","L","49690","31.608409401737","2","0","0","0","PDIP_x000D_
Gerindra_x000D_
PAN","PARTAI","12","41.379310344828","4","0","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.56","4.4","4.93","5.27","5.26","4.2","4.56","4.4","4.93","5.27","5.26","5.19","-0.85","2.13","3.36","0","","","","",""
"KAB-5310-1-2018","5310","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5310","SIKKA","3","2","Frnasiskus Roberto Diogo","L","Romanus Woga","L","63039","40.099869597023","1","1","0","0","INDEPENDEN","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.56","4.4","4.93","5.27","5.26","4.2","4.56","4.4","4.93","5.27","5.26","5.19","-0.85","2.13","3.36","0","","","","",""
"KAB-5310-1-2018","5310","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5310","SIKKA","3","3","Yoseph Ansar Rera","L","Rafael Raga","L","44476","28.29172100124","3","0","0","0","NasDem, Golkar, Demokrat_x000D_
PKPI, PPP, PKS","PARTAI","17","58.620689655172","0","5","0","4","0","3","0","1","1","0","0","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.56","4.4","4.93","5.27","5.26","4.2","4.56","4.4","4.93","5.27","5.26","5.19","-0.85","2.13","3.36","0","","","","",""
"KAB-5311-1-2018","5311","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5311","ENDE","2","1","Drs. DON BOSCO M. WANGGE,M.Si","L","H.MUNAWAR.A ACHMAD,S.Sos","L","52652","38.103370916617","2","0","0","0","Gerindra, PAN","PARTAI","6","22.222222222222","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.01","5.07","5.08","5.04","4.92","5.33","5.01","5.07","5.08","5.04","4.92","5.08","-1.33","2.13","3.09","0","","","","",""
"KAB-5311-1-2018","5311","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5311","ENDE","2","2","Ir. MARSELINUS Y.W. PETU","L","Drs. H. DJAFAR ACHMAD, MM","L","85530","61.896629083383","1","1","1","1","Demokrat, PKS, Golkar, PKPI, PDIP, Nasdem, PKB","PARTAI","21","77.777777777778","4","4","0","3","3","4","0","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.01","5.07","5.08","5.04","4.92","5.33","5.01","5.07","5.08","5.04","4.92","5.08","-1.33","2.13","3.09","4.92","","","","",""
"KAB-5312-1-2020","5312","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5312","NGADA","5","1","Wilfridus Muga","L","Herman Hey","L","14405","16.764815418277","5","0","0","0","INDEPENDEN","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.17","5","5.01","0.04","5.09","4.83","4.69","5.19","5.17","5","5.01","0.04","1.13","3.06","0","","","","",""
"KAB-5312-1-2020","5312","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5312","NGADA","5","2","Andreas Paru","L","Raymundus Bena","L","23786","27.682603230762","1","1","0","0","Golkar_x000D_
PKB","PARTAI","7","28","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.17","5","5.01","0.04","5.09","4.83","4.69","5.19","5.17","5","5.01","0.04","1.13","3.06","0","","","","",""
"KAB-5312-1-2020","5312","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5312","NGADA","5","3","Paulus Soliwoa","L","Gregorius Upi Dheo","L","14870","17.305991341185","4","0","0","1","NasDem_x000D_
Demokrat","PARTAI","5","20","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.17","5","5.01","0.04","5.09","4.83","4.69","5.19","5.17","5","5.01","0.04","1.13","3.06","0","","","","",""
"KAB-5312-1-2020","5312","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5312","NGADA","5","4","Kristoforus Loko","L","Emanuel Dopo","L","16692","19.426469903636","2","0","0","0","PAN_x000D_
Hanura","PARTAI","5","20","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.17","5","5.01","0.04","5.09","4.83","4.69","5.19","5.17","5","5.01","0.04","1.13","3.06","0","","","","",""
"KAB-5312-1-2020","5312","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5312","NGADA","5","5","Helmut Waso","L","Yohanes Tay Ruba","L","16171","18.82012010614","3","0","0","0","PDI-P_x000D_
Perindo","PARTAI","8","32","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.19","5.17","5","5.01","0.04","5.09","4.83","4.69","5.19","5.17","5","5.01","0.04","1.13","3.06","0","","","","",""
"KAB-5313-1-2020","5313","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5313","MANGGARAI","2","1","Herybertus G.L. Nabit","L","Heribertus Ngabut","L","103872","60.66368425356","1","1","0","0","PDI-P, Golkar, PKB, Gerindra, Hanura, PKS","PARTAI","22","62.857142857143","4","5","4","0","4","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.09","5.09","5.09","5","-0.89","5.43","5.11","5","5.09","5.09","5.09","5","-0.89","2.43","2.85","-0","","","","",""
"KAB-5313-1-2020","5313","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5313","MANGGARAI","2","2","Deno Kamelus","L","Victor Madur","L","67354","39.33631574644","2","0","1","1","PAN, NasDem, Demokrat","PARTAI","13","37.142857142857","0","0","0","3","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.09","5.09","5.09","5","-0.89","5.43","5.11","5","5.09","5.09","5.09","5","-0.89","2.43","2.85","-0.89","","","","",""
"KAB-5314-1-2018","5314","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5314","ROTE NDAO","4","1","Jonas C Lun, S.Pd","L","Dr. Adolfina Elisabeth Koamesakh, M.Th., M.Hum","P","14204","21.721643651267","3","0","0","1","PDIP,PKB","PARTAI","6","24","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.85","5.06","5.16","5.42","5.41","4.25","4.85","5.06","5.16","5.42","5.41","5.24","0.3","2.24","3.55","0","","","","",""
"KAB-5314-1-2018","5314","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5314","ROTE NDAO","4","2","Mesakh Nitanel Nunuhitu, M.Si","L","Drs. Semuel Conny Penna","L","9585","14.657980456026","4","0","0","0","PPP, Hanura","PARTAI","5","20","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.85","5.06","5.16","5.42","5.41","4.25","4.85","5.06","5.16","5.42","5.41","5.24","0.3","2.24","3.55","0","","","","",""
"KAB-5314-1-2018","5314","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5314","ROTE NDAO","4","3","Paulina Haning Bullu, SE","P","Stefanus Saek, SE, M.Si","L","22098","33.793641326788","1","1","0","0","Nasdem, Golkar","PARTAI","7","28","0","0","0","0","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.85","5.06","5.16","5.42","5.41","4.25","4.85","5.06","5.16","5.42","5.41","5.24","0.3","2.24","3.55","0","","","","",""
"KAB-5314-1-2018","5314","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5314","ROTE NDAO","4","4","Bima T Fanggidae, MBA","L","Drs. Ernest Salmun Zadrak Pella, M.Si","L","19504","29.826734565919","2","0","0","0","PAN, Demokrat, Gerindra","PARTAI","7","28","0","0","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.85","5.06","5.16","5.42","5.41","4.25","4.85","5.06","5.16","5.42","5.41","5.24","0.3","2.24","3.55","0","","","","",""
"KAB-5315-1-2020","5315","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5315","MANGGARAI BARAT","4","1","Ir. PANTAS FERDINANDUS, M.Si","L","HJ. ANDI RISKI NUR CAHYA D, SH, SH.","P","29593","21.836468148848","3","0","0","0","Demokrat, PPP, PKS","PARTAI","6","20","0","0","0","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.87","5.11","5.23","5.54","0.9","4.49","4.08","4.45","4.87","5.11","5.23","5.54","0.9","1.29","4.12","0","","","","",""
"KAB-5315-1-2020","5315","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5315","MANGGARAI BARAT","4","2","Drh. MARIA GEONG, Ph.D","P","SILVERIUS SUKUR, SP","L","41459","30.592306727371","2","0","0","1","PDIP, PKB, Gerindra, Perindo","PARTAI","8","26.666666666667","3","0","1","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.87","5.11","5.23","5.54","0.9","4.49","4.08","4.45","4.87","5.11","5.23","5.54","0.9","1.29","4.12","0","","","","",""
"KAB-5315-1-2020","5315","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5315","MANGGARAI BARAT","4","3","EDISTASIUS ENDI, SE","L","dr. YULIANUS WENG, M.Kes","L","45057","33.247245814302","1","1","0","0","NasDem, Golkar, PBB, PKPI","PARTAI","10","33.333333333333","0","3","0","0","0","5","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.87","5.11","5.23","5.54","0.9","4.49","4.08","4.45","4.87","5.11","5.23","5.54","0.9","1.29","4.12","0","","","","",""
"KAB-5315-1-2020","5315","Bupati/Walikota","2020","53","Nusa Tenggara Timur","5315","MANGGARAI BARAT","4","4","ADRIANUS GARU, SE.MSi","L","ANGGALINUS GAPUL, SP,MMA","L","19412","14.32397930948","4","0","0","0","Hanura, PAN","PARTAI","6","20","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.87","5.11","5.23","5.54","0.9","4.49","4.08","4.45","4.87","5.11","5.23","5.54","0.9","1.29","4.12","0","","","","",""
"KAB-5316-1-2018","5316","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5316","SUMBA TENGAH","5","1","UMBU BESI,S.Sos","L","UMBU WINDI, S.IPem","L","7065","19.030815644866","3","0","0","0","0","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.22","4.79","4.82","4.92","4.95","4.39","4.22","4.79","4.82","4.92","4.95","5.01","0.86","1.41","2.58","0","","","","",""
"KAB-5316-1-2018","5316","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5316","SUMBA TENGAH","5","2","Drs. PAULUS S. K. LIMU","L","Ir. DANIEL LANDA","L","10619","28.604137485185","1","1","0","0","Hanura, PKPI","PARTAI","4","23.529411764706","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.22","4.79","4.82","4.92","4.95","4.39","4.22","4.79","4.82","4.92","4.95","5.01","0.86","1.41","2.58","0","","","","",""
"KAB-5316-1-2018","5316","Bupati/Walikota","2018","53","Nusa Tenggara Timur","5316","SUMBA TENGAH","5","3","UMBU DONDU, BBA","L","SAMUEL SAKI PEKULIMU,S.Sos","L","6275","16.902812196962","4","0","0","1","Golkar, Gerindra","PARTAI","5","29.411764705882","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","4.22","4.79","4.82","4.92","4.95","4.39","4.22","4.79","4.82","4.92","4.95","5.01","0.86","1.41","2.58","0","","","","",""
